country,continent,year,lifeExp,pop,gdpPercap
Sweden,Europe,2017-01-01,82.5,9904895,57467.24997
Seychelles,Africa,1962-01-01,63.1,43461,2762.64714
Seychelles,Africa,1967-01-01,65.18,48916,3220.81029
Seychelles,Africa,1972-01-01,67.55,55127,4137.68674
Seychelles,Africa,1977-01-01,70,62483,4665.23288
Seychelles,Africa,1982-01-01,71.71,68120,5455.59002
Seychelles,Africa,1987-01-01,70.64,69946,6103.37376
Seychelles,Africa,1992-01-01,70.45,72661,8158.41126
Seychelles,Africa,1997-01-01,70.92,78357,9163.68507
Seychelles,Africa,2002-01-01,71.9,84077,9384.15248
Seychelles,Africa,2007-01-01,72.83,90082,11124.65711
Seychelles,Africa,2012-01-01,73.36,92608,11999.95385
Seychelles,Africa,2017-01-01,73.62,96418,14028.72089
Chad,Africa,1962-01-01,45.39,3121226,716.03657
Chad,Africa,1967-01-01,47.53,3434817,621.34781
Chad,Africa,1972-01-01,49.98,3815253,599.40525
Chad,Africa,1977-01-01,51.18,4255242,593.14234
Chad,Africa,1982-01-01,50.99,4718157,418.30784
Chad,Africa,1987-01-01,51.34,5412844,490.8261
Chad,Africa,1992-01-01,53.31,6356741,568.60326
Chad,Africa,1997-01-01,52.51,7503494,488.90415
Chad,Africa,2002-01-01,52.48,9019226,518.77216
Chad,Africa,2007-01-01,54.64,10818031,808.63199
Chad,Africa,2012-01-01,57.52,12784748,909.31234
Chad,Africa,2017-01-01,60.03,15016761,817.53414
Togo,Africa,1962-01-01,46.09,1612761,427.37774
Togo,Africa,1967-01-01,49.84,1855450,594.0875
Togo,Africa,1972-01-01,53.01,2247578,629.89896
Togo,Africa,1977-01-01,54.88,2518454,656.73578
Togo,Africa,1982-01-01,56.61,2915618,638.06209
Togo,Africa,1987-01-01,56.87,3471738,576.60949
Togo,Africa,1992-01-01,57.78,3945902,535.48146
Togo,Africa,1997-01-01,57.02,4485945,617.32507
Togo,Africa,2002-01-01,56.76,5197040,554.12661
Togo,Africa,2007-01-01,57.69,5920360,497.12296
Togo,Africa,2012-01-01,60.68,6773807,573.92399
Togo,Africa,2017-01-01,64.37,7698476,661.14813
Thailand,Asia,1962-01-01,58.82,29080945,609.44991
Thailand,Asia,1967-01-01,61.05,33778804,790.44568
Thailand,Asia,1972-01-01,63.38,39058594,959.70587
Thailand,Asia,1977-01-01,65.85,44405903,1225.4147
Thailand,Asia,1982-01-01,66.94,49255889,1506.68828
Thailand,Asia,1987-01-01,69.87,53945872,1857.89603
Thailand,Asia,1992-01-01,70.77,57811025,2874.13961
Thailand,Asia,1997-01-01,71,60846588,3546.40341
Thailand,Asia,2002-01-01,72.95,64069093,3731.27314
Thailand,Asia,2007-01-01,75.86,66182064,4745.30369
Thailand,Asia,2012-01-01,77.68,67835969,5437.87769
Thailand,Asia,2017-01-01,78.11,69209817,6135.47196
Trinidad and Tobago,Americas,1962-01-01,64.78,879436,4526.51107
Trinidad and Tobago,Americas,1967-01-01,65.95,925233,5228.66832
Trinidad and Tobago,Americas,1972-01-01,66.52,968136,5976.76851
Trinidad and Tobago,Americas,1977-01-01,67.93,1039210,6923.22581
Trinidad and Tobago,Americas,1982-01-01,69.45,1120019,8773.36484
Trinidad and Tobago,Americas,1987-01-01,69.94,1194532,6155.05561
Trinidad and Tobago,Americas,1992-01-01,69.95,1236685,6527.7784
Trinidad and Tobago,Americas,1997-01-01,70.29,1259838,7882.80842
Trinidad and Tobago,Americas,2002-01-01,71.13,1277210,10916.22849
Trinidad and Tobago,Americas,2007-01-01,72.77,1308450,16580.31724
Trinidad and Tobago,Americas,2012-01-01,74.56,1344814,16636.68383
Trinidad and Tobago,Americas,2017-01-01,74.24,1384060,15261.87227
Turkey,Europe,1962-01-01,49.74,28832831,3230.69936
Turkey,Europe,1967-01-01,53.71,32477994,3950.91732
Turkey,Europe,1972-01-01,57.21,36587267,4563.17584
Turkey,Europe,1977-01-01,60.65,41108290,5421.243
Turkey,Europe,1982-01-01,64.4,46025411,5174.05348
Turkey,Europe,1987-01-01,68.4,51100930,6375.46935
Turkey,Europe,1992-01-01,69.24,55748946,6932.11564
Turkey,Europe,1997-01-01,71.67,60372571,8186.49704
Turkey,Europe,2002-01-01,75.42,65145357,8003.45421
Turkey,Europe,2007-01-01,77.42,69581854,10640.42282
Turkey,Europe,2012-01-01,77.98,74651046,12039.29569
Turkey,Europe,2017-01-01,78.94,81116451,14874.78254
Uruguay,Americas,1962-01-01,68.33,2603883,5384.4033
Uruguay,Americas,1967-01-01,68.71,2750091,5248.85478
Uruguay,Americas,1972-01-01,68.68,2821458,5558.63479
Uruguay,Americas,1977-01-01,69.28,2856958,6336.79365
Uruguay,Americas,1982-01-01,71.55,2953852,6653.23596
Uruguay,Americas,1987-01-01,72.35,3049581,6815.44166
Uruguay,Americas,1992-01-01,73.44,3154459,7577.08516
Uruguay,Americas,1997-01-01,74.01,3270158,9091.47428
Uruguay,Americas,2002-01-01,74.89,3326046,7971.31378
Uruguay,Americas,2007-01-01,75.51,3331753,10038.89509
Uruguay,Americas,2012-01-01,76.34,3378975,12981.14011
Uruguay,Americas,2017-01-01,77.05,3436645,14437.38469
United States,Americas,1962-01-01,70.31,192313747,18462.936
United States,Americas,1967-01-01,70.87,203905081,22235.41571
United States,Americas,1972-01-01,71.49,213269805,24649.84474
United States,Americas,1977-01-01,73.34,223135659,27161.42669
United States,Americas,1982-01-01,74.56,233821851,28235.08967
United States,Americas,1987-01-01,75.06,245052780,33761.17884
United States,Americas,1992-01-01,75.92,256990608,36287.32286
United States,Americas,1997-01-01,76.58,271713634,40614.40561
United States,Americas,2002-01-01,77.02,287279312,45087.36728
United States,Americas,2007-01-01,78.05,300608425,49856.28149
United States,Americas,2012-01-01,78.86,314043885,49603.25347
United States,Americas,2017-01-01,78.59,325084758,53382.76482
St. Vincent and the Grenadines,Americas,1962-01-01,60.2,83239,1847.26741
St. Vincent and the Grenadines,Americas,1967-01-01,63.84,87779,1553.73957
St. Vincent and the Grenadines,Americas,1972-01-01,65.82,92511,2317.47421
St. Vincent and the Grenadines,Americas,1977-01-01,67.94,97708,2053.89783
St. Vincent and the Grenadines,Americas,1982-01-01,70.15,102255,2493.67809
St. Vincent and the Grenadines,Americas,1987-01-01,70.89,105905,2952.76828
St. Vincent and the Grenadines,Americas,1992-01-01,71.47,107941,3754.79473
St. Vincent and the Grenadines,Americas,1997-01-01,70.88,107895,4369.59715
St. Vincent and the Grenadines,Americas,2002-01-01,71.69,108095,5125.02392
St. Vincent and the Grenadines,Americas,2007-01-01,72.78,108516,6531.13697
St. Vincent and the Grenadines,Americas,2012-01-01,72.55,108435,6342.46537
St. Vincent and the Grenadines,Americas,2017-01-01,72.29,109826,6730.89902
Venezuela,Americas,1962-01-01,61.87,8742780,12992.82695
Venezuela,Americas,1967-01-01,64.78,10359741,13766.11097
Venezuela,Americas,1972-01-01,66.31,12097696,14107.19035
Venezuela,Americas,1977-01-01,68.47,13964377,15739.38039
Venezuela,Americas,1982-01-01,69.97,16017570,13197.38638
Venezuela,Americas,1987-01-01,71.62,18232733,12511.19014
Venezuela,Americas,1992-01-01,72.57,20557694,13302.58874
Venezuela,Americas,1997-01-01,73.71,22837743,12939.58332
Venezuela,Americas,2002-01-01,74.04,25100407,10848.81672
Venezuela,Americas,2007-01-01,75,27247601,14374.37437
Venezuela,Americas,2012-01-01,75.16,29360827,14735.09354
Venezuela,Americas,2017-01-01,75.29,29402480,NA
South Africa,Africa,1962-01-01,54.2,17965733,4852.783
South Africa,Africa,1967-01-01,56.53,20406863,5882.84942
South Africa,Africa,1972-01-01,58.57,23281517,6274.51225
South Africa,Africa,1977-01-01,59.82,26480915,6359.01708
South Africa,Africa,1982-01-01,61.12,30150448,6682.46942
South Africa,Africa,1987-01-01,63.64,34297727,6113.40043
South Africa,Africa,1992-01-01,65.07,38672611,5585.75713
South Africa,Africa,1997-01-01,60.78,42987456,5792.12682
South Africa,Africa,2002-01-01,53.78,46150913,6161.46631
South Africa,Africa,2007-01-01,52.61,49119766,7299.02004
South Africa,Africa,2012-01-01,59.51,52832659,7500.04107
South Africa,Africa,2017-01-01,66.31,57009751,7476.38632
Zambia,Africa,1962-01-01,50.11,3260645,1392.22011
Zambia,Africa,1967-01-01,52.36,3797877,1646.59833
Zambia,Africa,1972-01-01,54.86,4466170,1614.03172
Zambia,Africa,1977-01-01,56.29,5287544,1423.65218
Zambia,Africa,1982-01-01,55.73,6265869,1245.46111
Zambia,Africa,1987-01-01,53.38,7372835,1086.78595
Zambia,Africa,1992-01-01,48.37,8451346,975.00091
Zambia,Africa,1997-01-01,45.54,9597610,950.63807
Zambia,Africa,2002-01-01,47,10971704,991.31002
Zambia,Africa,2007-01-01,51.48,12502958,1248.41842
Zambia,Africa,2012-01-01,58.83,14465148,1591.31956
Zambia,Africa,2017-01-01,63.2,16853608,1660.76114
Zimbabwe,Africa,1962-01-01,54.03,4039209,1002.97673
Zimbabwe,Africa,1967-01-01,55.84,4779825,1027.85177
Zimbabwe,Africa,1972-01-01,57.59,5673914,1435.56015
Zimbabwe,Africa,1977-01-01,57.64,6712825,1218.15696
Zimbabwe,Africa,1982-01-01,61.04,7958239,1364.61182
Zimbabwe,Africa,1987-01-01,62.78,9527202,1254.51764
Zimbabwe,Africa,1992-01-01,57.6,10900511,1274.43631
Zimbabwe,Africa,1997-01-01,49.64,11653254,1493.522
Zimbabwe,Africa,2002-01-01,45.61,11954293,1331.01303
Zimbabwe,Africa,2007-01-01,45.92,12255920,890.18045
Zimbabwe,Africa,2012-01-01,54.88,13115149,1223.20343
Zimbabwe,Africa,2017-01-01,61.35,14236599,1263.32132
